track_name	track_artist	track_popularity	track_album_name	track_album_release_date	playlist_name	playlist_id	dancebility	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	subgenre	genre
Ya No Estas Aqui	Kid Gallo	28	Ya No Estas Aqui	2019-03-22	Trap Luv	s9vWtv	0.633	0.454	1	-12.203	1	0.046	0.0252	1.13e-06	0.302	0.285	160.131	207324	trap	rap
Como Nadie	Kodigo	40	Como Nadie	2019-08-15	Trap Luv	s9vWtv	0.564	0.533	8	-7.265	1	0.18	0.264	0	0.107	0.254	129.369	136373	trap	rap
OUT WEST (feat. Young Thug)	JACKBOYS	87	JACKBOYS	2019-12-27	Trap Americana	71542a	0.802	0.591	8	-4.895	1	0.225	0.0104	0	0.196	0.309	139.864	157712	trap	rap
Woah	Lil Baby	88	Woah	2019-11-08	Trap Americana	71542a	0.882	0.602	11	-5.554	1	0.245	0.0177	0	0.178	0.43	142.959	183011	trap	rap
Reply (feat. Lil Uzi Vert)	A Boogie Wit da Hoodie	79	Reply (feat. Lil Uzi Vert)	2019-11-15	Trap Americana	71542a	0.512	0.623	9	-6.553	0	0.0808	0.0187	NA	0.13	0.219	112.15	183589	trap	rap
Immortal	21 Savage	83	Immortal	2019-10-31	Trap Americana	71542a	0.741	0.87	6	-3.494	0	0.503	0.00813	0	0.114	0.663	184.194	254723	trap	rap
BOP	DaBaby	93	KIRK	2019-09-27	Trap Americana	71542a	0.769	0.787	11	-3.909	1	0.367	0.189	0	0.129	0.836	126.77	159715	trap	rap
Babushka Boi	A$AP Rocky	77	Babushka Boi	2019-08-28	Trap Americana	71542a	0.897	0.743	10	-5.446	0	0.222	0.304	4.44e-05	0.137	0.905	134.979	187105	trap	rap
Ransom	Lil Tecca	19	Ransom	2019-05-22	Trap Americana	71542a	0.745	0.642	7	-6.257	0	0.287	0.0204	0	0.0658	0.226	179.974	131248	trap	rap
Mannequin Challenge (feat. Juice WRLD)	Young Thug	68	So Much Fun	2019-08-16	Trap Americana	71542a	0.857	0.583	1	-7.466	0	0.086	0.0899	NA	0.204	0.443	132.01	162400	trap	rap
Goodbyes (Feat. Young Thug)	Post Malone	51	Goodbyes (Feat. Young Thug)	2019-07-05	Trap Americana	71542a	0.58	0.653	5	-3.818	1	0.0745	0.447	0	0.111	0.175	150.231	174960	trap	rap
MIDDLE CHILD	J. Cole	86	MIDDLE CHILD	2019-01-23	Trap Americana	71542a	0.837	0.364	8	-11.713	1	0.276	0.149	0	0.271	0.463	123.984	213594	trap	rap
Freaky	Tory Lanez	71	Freaky	2019-03-15	Trap Americana	71542a	0.966	0.563	8	-5.764	1	0.0618	0.00202	0	0.105	0.363	104.991	173926	trap	rap
Red Room	Offset	67	Red Room	2019-02-14	Trap Americana	71542a	0.936	0.559	7	-8.591	0	0.158	0.479	NA	0.129	0.517	112.339	241440	trap	rap
Robbery	Juice WRLD	4	Robbery	2019-02-13	Trap Americana	71542a	0.669	0.683	2	-5.17	1	0.054	0.278	0	0.268	0.579	159.996	240437	trap	rap
a lot	21 Savage	81	i am > i was	2018-12-21	Trap Americana	71542a	0.837	0.636	1	-7.643	1	0.086	0.0395	0.00125	0.342	0.274	145.972	288624	trap	rap
Startender (feat. Offset and Tyga)	A Boogie Wit da Hoodie	66	Startender (feat. Offset and Tyga)	2018-12-14	Trap Americana	71542a	0.736	0.622	6	-4.653	0	0.133	0.0235	0	0.151	0.506	191.971	192779	trap	rap
Wow.	Post Malone	44	Wow.	2018-12-24	Trap Americana	71542a	0.833	0.539	11	-7.399	0	0.178	0.163	2.1e-06	0.101	0.385	99.947	149520	trap	rap
Hopeless Romantic (feat. Swae Lee)	Wiz Khalifa	57	Hopeless Romantic (feat. Swae Lee)	2018-06-21	Trap Americana	71542a	0.874	0.492	9	-7.399	0	0.0604	0.299	0	0.0983	0.587	127.067	225484	trap	rap
No Complaints	Metro Boomin	63	No Complaints	2017-06-23	Trap Americana	71542a	0.913	0.498	2	-10.742	1	0.165	0.0829	0.0369	0.0799	0.217	123.975	261733	trap	rap
I Get The Bag (feat. Migos)	Gucci Mane	4	I Get The Bag (feat. Migos)	2017-08-17	Trap Americana	71542a	0.89	0.633	11	-5.475	1	0.168	0.0232	0.000343	0.0993	0.425	139.948	233087	trap	rap
No Stylist	French Montana	76	No Stylist	2018-09-20	Trap Americana	71542a	0.765	0.704	5	-4.589	0	0.127	0.0215	0	0.227	0.498	147.055	192172	trap	rap
Mo Bamba	Sheck Wes	10	Mo Bamba	2017-09-19	Trap Americana	71542a	0.738	0.629	6	-4.882	0	0.0495	0.268	0.00114	0.163	0.319	146.067	180898	trap	rap
Marvelous Day (feat. Lil Uzi Vert & Gunna)	Kap G	63	Mood	2017-11-17	Trap Americana	71542a	0.846	0.651	7	-5.481	0	0.128	0.634	0	0.125	0.581	140.048	223921	trap	rap
Ric Flair Drip (& Metro Boomin)	Offset	81	Without Warning	2017-10-30	Trap Americana	71542a	0.88	0.428	9	-8.28	1	0.206	0.149	5.07e-05	0.114	0.333	100.007	172800	trap	rap
Patek Water	Future	62	SUPER SLIMEY	2017-10-20	Trap Americana	71542a	0.86	0.561	6	-5.757	0	0.185	0.274	0	0.108	0.354	152.984	189480	trap	rap
Met Gala (feat. Offset)	Gucci Mane	65	Droptopwop	2017-05-26	Trap Americana	71542a	0.817	0.587	2	-6.502	1	0.108	0.052	0.00165	0.185	0.352	140.062	209143	trap	rap
Lucid Dreams	Juice WRLD	11	Goodbye & Good Riddance	2018-05-23	Trap Americana	71542a	0.511	0.566	6	-7.23	0	0.2	0.349	0	0.34	0.218	83.903	239836	trap	rap
Space Cadet (feat. Gunna)	Metro Boomin	7	NOT ALL HEROES WEAR CAPES	2018-11-02	Trap Americana	71542a	0.901	0.464	5	-9.789	0	0.0645	0.368	1.71e-05	0.238	0.638	109.004	203267	trap	rap
Pure Cocaine	Lil Baby	77	Street Gossip	2018-11-30	Trap Americana	71542a	0.964	0.487	10	-6.071	0	0.421	0.00127	6.57e-06	0.115	0.107	127.05	154024	trap	rap
monster	21 Savage	72	i am > i was	2018-12-21	Trap Americana	71542a	0.89	0.607	9	-6.916	0	0.124	0.158	NA	0.118	0.224	134.022	233040	trap	rap
all my friends	21 Savage	72	i am > i was	2018-12-21	Trap Americana	71542a	0.713	0.62	0	-4.513	1	0.0422	0.171	1.16e-06	0.118	0.206	130.09	211785	trap	rap
Seven Million (feat. Future)	Lil Uzi Vert	63	The Perfect LUV Tape	2016-08-10	Trap Americana	71542a	0.886	0.629	1	-4.404	0	0.306	0.051	7.66e-06	0.121	0.487	158.002	182491	trap	rap
Drip Too Hard	Lil Baby	12	Drip Too Hard	2018-09-12	Trap Americana	71542a	0.9	0.653	1	-6.962	0	0.289	0.0945	0	0.528	0.399	112.503	145603	trap	rap
Feed Me Dope	Future	56	SUPER SLIMEY	2017-10-20	Trap Americana	71542a	0.853	0.688	8	-6.509	0	0.296	0.0118	0	0.151	0.565	150.012	166693	trap	rap
Mall	Gucci Mane	43	El Gato: The Human Glacier	2017-12-22	Trap Americana	71542a	0.749	0.809	11	-7.649	1	0.0504	0.0484	0	0.172	0.311	147.992	167683	trap	rap
New Level REMIX	A$AP Ferg	55	New Level REMIX	2016-10-20	Trap Americana	71542a	0.711	0.663	11	-5.805	1	0.142	0.03	0	0.123	0.214	121.112	251195	trap	rap
In My Mind	The Amazons	7	Introducing... The Amazons	2020-01-17	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.326	0.918	0	-4.207	0	0.0677	0.000102	0.00397	0.0719	0.546	155.046	230625	permanent wave	rock
Half Your Age	Joywave	56	Half Your Age	2020-01-07	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.463	0.786	9	-4.323	1	0.0323	0.0112	0	0.654	0.492	84.966	209227	permanent wave	rock
Westside	FMLYBND	32	Fmlybnd	2020-01-01	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.626	0.621	2	-8.665	1	0.0443	0.0263	2.64e-05	0.204	0.708	150.089	197354	permanent wave	rock
Move to San Francisco	Circa Waves	55	Move to San Francisco	2020-01-08	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.7	0.701	9	-5.223	1	0.0342	0.185	0	0.0996	0.681	136.008	181492	permanent wave	rock
So Predictable	Set It Off	57	After Midnight (Part 2)	2020-01-03	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.564	0.867	5	-3.238	0	0.0541	0.11	0	0.155	0.505	150.004	181332	permanent wave	rock
Plastic Dream	The Lizards	15	Plastic Dream	2019-12-20	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.444	0.813	7	-4.993	1	0.0421	1.55e-05	8.77e-05	0.68	0.538	110.039	198538	permanent wave	rock
Hungry For The Holy Cow	Sleep Patterns	11	Hungry For The Holy Cow	2019-11-30	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.41	0.917	4	-7.973	0	0.085	0.0227	7.55e-06	0.125	0.25	82.005	231220	permanent wave	rock
No Sleep	No Love For The Middle Child	51	No Sleep	2020-01-03	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.614	0.608	10	-7.356	1	0.0375	0.451	5.03e-05	0.134	0.478	117.056	207179	permanent wave	rock
Alive	Daughtry	60	Alive	2019-12-18	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.51	0.774	1	-5.485	0	0.0387	0.0324	0	0.053	0.334	100.286	262907	permanent wave	rock
Grim	The Blue Stones	56	Grim	2019-12-13	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.469	0.919	11	-5.637	0	0.172	0.000606	0.00514	0.367	0.336	167.871	302944	permanent wave	rock
Dance with You	Hoofa	7	Dance with You	2019-11-27	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.416	0.801	0	-4.453	1	0.0487	0.352	0	0.153	0.702	167.942	176951	permanent wave	rock
Good Man	The Federal Empire	44	Good Man	2019-12-06	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.485	0.795	1	-7.532	0	0.0414	0.0113	4.22e-05	0.406	0.456	82.977	206000	permanent wave	rock
Feed Off Sin	Public Theatre	29	Feed Off Sin	2019-12-20	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.547	0.949	11	-3.834	0	0.05	0.00266	0.569	0.115	0.462	94.989	193538	permanent wave	rock
Your Dreams	Jon Magnusson	13	Psalms For Sinners	2017-04-14	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.459	0.751	1	-7.503	0	0.118	0.603	0	0.291	0.487	172.112	217550	permanent wave	rock
Did My Best	The Voidz	60	Did My Best	2019-12-13	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.533	0.794	1	-4.687	0	0.0371	0.154	0.888	0.106	0.623	120.209	296939	permanent wave	rock
Come To Me	ATNA	53	Come To Me	2019-12-06	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.242	0.774	5	-5.156	1	0.0421	5.62e-05	5.76e-05	0.0821	0.197	186.045	170400	permanent wave	rock
Loose Lips Sink Ships	The Band Royale	30	The Band Royale	2020-01-01	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.302	0.979	8	-5.279	1	0.127	0.000223	0.326	0.104	0.194	159.968	246844	permanent wave	rock
Prescriptive Poison	Miss Kill	15	Prescriptive Poison	2019-12-20	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.182	0.94	0	-5.188	1	0.0778	0.000294	0.0612	0.576	0.401	146.865	202735	permanent wave	rock
Monster	Novustory	24	Monster	2019-10-11	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.24	0.835	0	-6.861	1	0.142	0.0487	NA	0.045	0.367	153.304	199416	permanent wave	rock
Wenn ich wollte	Madsen	38	Wenn ich wollte	2019-12-06	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.399	0.887	7	-4.313	1	0.061	0.000305	0.000745	0.0782	0.409	165.877	200725	permanent wave	rock
Changes	High Tropics	32	Changes	2019-11-15	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.56	0.828	8	-6.032	1	0.0271	0.000823	0.00146	0.249	0.584	95.011	231317	permanent wave	rock
Down	The Man Who	39	Bet on You	2019-11-22	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.383	0.855	7	-4.559	0	0.0439	8.68e-05	0.00115	0.152	0.362	173.782	216084	permanent wave	rock
Airport	Yammerer	19	Airport	2019-11-22	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.486	0.963	7	-2.418	0	0.0784	0.00126	0	0.164	0.591	102.248	236720	permanent wave	rock
Get Back	Secondhand Habit	9	Get Back	2019-10-11	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.534	0.896	6	-4.96	1	0.0368	0.000352	1.45e-06	0.0758	0.64	144.932	199862	permanent wave	rock
Paint California	NoMBe	53	Paint California	2019-12-04	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.699	0.538	2	-7.974	1	0.0365	0.00682	0.00376	0.199	0.466	135.058	207133	permanent wave	rock
Hot	Confetti	51	Hot	2019-11-22	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.607	0.908	7	-3.883	1	0.107	0.00297	1.61e-06	0.12	0.664	168.015	150714	permanent wave	rock
World Record Dive	Lucas Coe	8	World Record Dive	2019-07-07	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.506	0.467	4	-10.847	1	0.0284	0.00829	0.00714	0.111	0.372	112.036	213420	permanent wave	rock
None of the Above	TRASH HEADS	4	None of the Above	2019-11-15	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.465	0.947	8	-3.731	1	0.0462	0.000291	1.25e-05	0.0963	0.69	156.016	169656	permanent wave	rock
original me (feat. dan reynolds of imagine dragons)	YUNGBLUD	71	original me (feat. dan reynolds of imagine dragons)	2019-10-09	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.471	0.786	1	-5.24	1	0.192	0.00888	1.89e-06	0.187	0.61	160.01	205320	permanent wave	rock
Ostracised	KOYO	17	Ostracised	2019-11-29	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.489	0.926	6	-5.361	0	0.126	0.0114	0.0255	0.317	0.29	127.036	227627	permanent wave	rock
Fire, Ready, Aim	Green Day	62	Father of All...	2019-10-09	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.448	0.925	11	-3.839	1	0.045	3.22e-05	0	0.392	0.917	156.053	112940	permanent wave	rock
Whyamisosadallthetime	Molars	8	Whyamisosadallthetime	2019-11-01	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.569	0.892	11	-5.887	1	0.0534	0.00168	0.00098	0.175	0.366	88.952	173000	permanent wave	rock
Meet the Sky	Third Lung	11	Meet the Sky	2019-10-18	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.228	0.568	4	-6.952	1	0.0355	0.187	2.35e-05	0.43	0.168	176.165	270247	permanent wave	rock
Placebo	Chasing Deer	11	Placebo	2018-08-31	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.454	0.721	5	-8.676	1	0.0382	0.000495	0	0.334	0.727	161.975	186567	permanent wave	rock
Island	Kensington	54	Time	2019-11-15	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.623	0.668	0	-7.551	1	0.0324	0.135	0.225	0.106	0.14	139.989	276760	permanent wave	rock
Regress	InAir	3	Dreamful	2019-09-13	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.419	0.861	1	-4.12	0	0.0456	0.00945	0	0.0682	0.374	77.459	236129	permanent wave	rock
Turn the Wheel	Agat	2	Turn the Wheel	2019-11-22	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.8	0.734	4	-4.655	0	0.0706	0.131	0.00998	0.0987	0.496	122.021	199200	permanent wave	rock
Fall Apart	Sydney	3	Fall Apart	2019-10-25	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.447	0.492	1	-11.09	0	0.0296	0.369	5.94e-05	0.112	0.257	99.979	226057	permanent wave	rock
Playground	My Ugly Clementine	44	Playground	2019-11-15	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.736	0.418	2	-7.703	1	0.0272	0.00536	0	0.229	0.485	95.02	184634	permanent wave	rock
The End of the Game	Weezer	62	The End of the Game	2019-09-10	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.574	0.865	8	-4.028	1	0.041	0.00121	2.92e-06	0.108	0.669	119.068	181707	permanent wave	rock
Robbery	Lime Cordiale	64	Robbery	2019-09-20	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.687	0.708	3	-8.133	0	0.0891	0.421	0.242	0.213	0.89	152.937	223234	permanent wave	rock
idc	ren	51	idc	2019-11-13	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.751	0.48	9	-5.557	1	0.035	0.208	1.4e-06	0.0895	0.601	94.997	153813	permanent wave	rock
The Best	AWOLNATION	65	The Best	2019-11-05	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.639	0.86	2	-5.074	0	0.0308	0.115	0.176	0.0983	0.0532	110.997	223320	permanent wave	rock
Dirt in my Eyes	Cold War Kids	52	New Age Norms 1	2019-11-01	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.751	0.742	8	-5.015	0	0.0251	0.0189	0.000401	0.157	0.815	102.036	220400	permanent wave	rock
Rush	The Score	57	Stay	2019-08-09	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.7	0.703	7	-4.794	0	0.0308	0.0104	0	0.0981	0.338	90.018	176444	permanent wave	rock
Living Proof	Des Rocs	43	Living Proof	2019-09-06	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.447	0.7	2	-5.739	1	0.137	0.271	0	0.0521	0.476	149.69	235099	permanent wave	rock
Desensitize	DREAMERS	59	Desensitize	2019-11-08	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.521	0.989	11	-2.386	0	0.123	0.0066	2.1e-06	0.207	0.361	101.02	168726	permanent wave	rock
Like Before You Were Born	DIIV	49	Deceiver	2019-10-04	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.474	0.802	3	-7.161	0	0.0453	7.35e-05	0.749	0.0724	0.248	108.388	184907	permanent wave	rock
All The Way (Stay)	Jimmy Eat World	48	All The Way (Stay)	2019-09-23	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.576	0.931	7	-2.491	1	0.0563	0.00085	NA	0.143	0.735	133.987	245747	permanent wave	rock
Swim For Your Life	The Pale White	56	Swim For Your Life	2019-10-11	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.31	0.806	8	-4.936	0	0.126	0.00739	0	0.177	0.432	202.078	262842	permanent wave	rock
Dig	Arrested Youth	55	Sobville (Episode I)	2019-11-01	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.595	0.928	0	-4.825	1	0.0821	0.0316	0	0.217	0.72	145.068	174780	permanent wave	rock
Hurt My Heart	White Lies	47	Hurt My Heart	2019-09-25	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.476	0.963	0	-3.956	0	0.0712	0.00124	1.04e-05	0.0664	0.38	91.996	254918	permanent wave	rock
Novocaine	Twin Atlantic	48	Novocaine	2019-10-17	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.404	0.952	8	-3.41	1	0.048	1.07e-05	1.05e-05	0.0838	0.369	153.965	207920	permanent wave	rock
Die To Live	Volbeat	50	Rewind, Replay, Rebound (Deluxe)	2019-08-02	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.421	0.968	9	-2.931	1	0.144	0.0158	NA	0.351	0.355	186.095	182960	permanent wave	rock
Oblivion	Zayde Wolf	44	Oblivion	2019-09-27	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.253	0.49	0	-8.187	0	0.0373	0.0169	0.0337	0.111	0.0549	72.955	278919	permanent wave	rock
Space Cadet	beabadoobee	41	Space Cadet	2019-10-14	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.571	0.874	4	-5.2	1	0.0273	0.00383	0.0282	0.0621	0.742	127.046	264013	permanent wave	rock
Nothing To Lose	DI-RECT	41	Nothing To Lose	2019-10-11	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.621	0.903	0	-3.736	1	0.0516	0.00527	1.22e-05	0.107	0.794	151.561	159860	permanent wave	rock
Black Gold (Edit)	Editors	40	Black Gold	2019-09-05	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	13ZjIe	0.406	0.931	2	-5.392	1	0.046	0.0565	3.05e-06	0.456	0.579	180.054	221457	permanent wave	rock
Swimming Pools (Drank)	Kendrick Lamar	7	Swimming Pools (Drank)	2012-08-03	Urban/Trap - Contemporary RAP	FUcrW5	0.656	0.446	1	-5.897	1	0.265	0.00695	0.000419	0.088	0.203	74.543	247800	urban contemporary	r.b
Round Whippin	A.CHAL	0	Round Whippin	2015-09-11	Urban/Trap - Contemporary RAP	FUcrW5	0.625	0.776	11	-4.198	0	0.0478	0.272	NA	0.222	0.261	140.063	214286	urban contemporary	r.b
B.L.O.W.	Tory Lanez	47	B.L.O.W.	2015-09-04	Urban/Trap - Contemporary RAP	FUcrW5	0.673	0.692	1	-7.099	1	0.349	0.0298	0	0.105	0.276	129.813	280173	urban contemporary	r.b
Halftime	Young Thug	56	Barter 6	2015-04-16	Urban/Trap - Contemporary RAP	FUcrW5	0.71	0.486	11	-6.221	0	0.251	0.0641	0	0.112	0.17	133.284	226733	urban contemporary	r.b
Alchemy	Mick Jenkins	0	Wave[s]	2015-08-21	Urban/Trap - Contemporary RAP	FUcrW5	0.605	0.744	6	-4.869	0	0.0845	0.0526	1.76e-06	0.104	0.279	114.012	189227	urban contemporary	r.b
Drugs	Anderson .Paak	41	Venice	2014-10-28	Urban/Trap - Contemporary RAP	FUcrW5	0.543	0.813	6	-6.194	0	0.0485	0.000663	0	0.308	0.328	174.07	292989	urban contemporary	r.b
Juice	London Jae	22	Better L8te Than Never	2015-05-28	Urban/Trap - Contemporary RAP	FUcrW5	0.905	0.346	9	-11.649	0	0.407	0.0111	0	0.506	0.43	86.99	177293	urban contemporary	r.b
Corrupted	DuRu Tha King	25	Corrupted - Single	2015-03-10	Urban/Trap - Contemporary RAP	FUcrW5	0.755	0.299	8	-13.779	0	0.314	0.671	0	0.111	0.196	114.007	132702	urban contemporary	r.b
Yay	Chinx	36	Welcome To JFK	2015-08-14	Urban/Trap - Contemporary RAP	FUcrW5	0.66	0.697	1	-4.168	1	0.274	0.115	0	0.0769	0.469	182.174	247718	urban contemporary	r.b
Lights	Stewart Villain	0	No Manners	2013-11-12	Urban/Trap - Contemporary RAP	FUcrW5	0.606	0.554	4	-8.741	1	0.111	0.00196	1.46e-05	0.096	0.447	137.144	238196	urban contemporary	r.b
Lord (feat. Milc)	Stewart Villain	0	No Manners	2013-11-12	Urban/Trap - Contemporary RAP	FUcrW5	0.722	0.77	4	-5.003	1	0.284	0.0527	0	0.372	0.407	129.91	180701	urban contemporary	r.b
Oto Moto	Disiz La Peste	0	Rap Machine	2015-06-01	Urban/Trap - Contemporary RAP	FUcrW5	0.783	0.629	9	-5.023	1	0.328	0.311	0	0.284	0.769	142.896	161756	urban contemporary	r.b
Preach	SonReal	0	For The Town	2015-04-28	Urban/Trap - Contemporary RAP	FUcrW5	0.765	0.751	10	-4.695	0	0.212	0.172	0	0.328	0.606	140.003	233853	urban contemporary	r.b
Laisse aller	Nekfeu	0	Feu	2015-06-08	Urban/Trap - Contemporary RAP	FUcrW5	0.873	0.539	7	-5.649	1	0.315	0.132	0	0.124	0.355	100.033	273746	urban contemporary	r.b
Martin Eden	Nekfeu	0	Feu	2015-06-08	Urban/Trap - Contemporary RAP	FUcrW5	0.808	0.643	10	-6.168	0	0.279	0.242	0	0.105	0.346	86.044	295213	urban contemporary	r.b
Name On It (feat. Chase Benji)	Sha Mula	12	Name On It (feat. Chase Benji)	2014-11-03	Urban/Trap - Contemporary RAP	FUcrW5	0.782	0.546	9	-10.477	1	0.215	0.088	0	0.114	0.453	138.125	200388	urban contemporary	r.b
No Way	OnCue	0	No Way	2015-01-28	Urban/Trap - Contemporary RAP	FUcrW5	0.78	0.657	1	-10.125	0	0.262	0.0849	0	0.548	0.422	105.064	220000	urban contemporary	r.b
Eve - feat. Miss Kitty	Eve	0	Lip Lock	2013-06-03	Urban/Trap - Contemporary RAP	FUcrW5	0.641	0.804	1	-4.646	1	0.172	0.028	0	0.214	0.418	150.082	212973	urban contemporary	r.b
